player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Nevelle Clarke,28931,CB,UCF,13,0,0,323,67.4,0,0,3,0.6,0.0,0,4,33.3,1,467,3,1,0,0,0,0,0.0,,0,,1,217,0,1
Brendon Hayes,28933,ED,UCF,13,0,0,323,64.8,2,24,268,97.6,9.3,25,3,6.3,4,289,282,30,0,1,12,122,97.8,9.8,12,7.8,3,134,131,16
Evan Austrie,28985,S,UNLV,11,0,0,325,52.3,0,0,11,2.9,0.0,0,0,0.0,0,378,11,0,0,0,0,2,1.9,0.0,0,0.0,0,105,2,0
Soli Afalava,28986,S,UNLV,5,0,0,325,55.3,0,1,7,18.9,0.0,0,0,7.1,0,37,7,1,0,0,0,4,25.0,0.0,0,0.0,0,16,4,0
Javin White,28987,LB,UNLV,12,0,0,325,60.1,1,4,38,9.7,2.6,1,1,9.2,1,403,39,6,0,1,2,10,10.2,0.0,0,25.0,1,98,10,4
Jericho Flowers,28988,CB,UNLV,10,0,1,325,54.5,0,0,4,1.2,0.0,0,2,0.0,0,322,4,0,0,0,0,1,1.2,0.0,0,0.0,0,85,1,0
Michael McGinnis,29020,LB,INDIANA,1,0,0,190,67.7,0,1,3,37.5,33.3,1,0,16.7,0,8,3,1,0,0,1,1,20.0,100.0,1,50.0,0,5,1,1
Manu Hudson-Rasmussen,29046,CB,HAWAII,14,0,1,180,53.5,0,1,15,3.9,0.0,0,2,3.3,0,407,16,1,0,0,0,3,2.1,0.0,0,0.0,0,140,3,0
Kirk Livingstone,29052,ED,USF,13,1,1,327,70.6,7,19,249,98.1,10.8,27,2,6.8,4,269,264,30,0,2,8,80,98.9,17.5,14,10.0,3,87,86,13
Gaje Ferguson,29055,S,UTAH ST,13,0,0,329,73.6,2,2,17,4.7,11.8,2,2,17.6,1,428,20,5,0,0,2,4,3.6,50.0,2,25.0,0,111,4,2
Demonte King,29071,S,ARIZONA ST,12,0,1,110,57.1,0,1,27,7.2,3.7,1,2,1.9,0,419,30,1,0,0,0,5,5.5,20.0,1,0.0,0,145,8,0
Jahmal Jones,29099,ED,MIDDLE TN,14,0,1,224,61.3,6,12,296,99.4,8.8,26,3,4.1,3,308,306,21,0,1,4,80,98.8,10.0,8,4.4,1,85,84,6
Joejuan Williams,29113,CB,VANDERBILT,13,0,1,333,53.0,0,1,6,1.9,0.0,0,5,25.0,1,463,9,2,0,0,1,2,1.5,0.0,0,25.0,0,131,2,1
Andrew Rector,29114,LB,VANDERBILT,1,0,0,333,57.8,0,0,2,40.0,0.0,0,0,0.0,0,5,2,0,0,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Donovan Sheffield,29115,CB,VANDERBILT,11,0,0,333,60.0,0,0,1,0.4,0.0,0,0,0.0,0,271,1,0,0,0,0,0,0.0,,0,,0,74,0,0
Richard Burney,29120,DI,VIRGINIA,3,0,0,335,56.5,1,4,64,100.0,6.3,4,0,3.9,0,69,69,5,0,1,2,28,100.0,10.7,3,5.4,0,30,30,3
Darryl Randolph,29121,CB,MIDDLE TN,14,1,1,224,77.4,0,0,5,1.0,20.0,1,8,0.0,0,497,5,0,0,0,0,0,0.0,,0,,0,153,0,0
Walter Brady,29153,ED,AKRON,12,0,0,102,70.3,3,16,154,100.0,13.0,20,1,8.1,3,165,165,22,0,1,11,69,100.0,21.7,15,11.6,2,76,76,14
Darius Harris,29188,LB,MIDDLE TN,14,1,0,224,73.5,7,10,142,33.0,14.8,21,3,9.5,5,440,145,22,0,4,5,50,40.0,30.0,15,15.0,3,130,52,12
Darrius Liggins,29231,ED,MIDDLE TN,14,1,0,224,55.4,0,11,160,98.3,4.4,7,0,3.4,0,175,172,11,0,0,3,54,98.3,5.6,3,2.8,0,59,58,3
Deshon Cooper,29238,ED,GA SOUTHRN,13,0,0,174,57.5,0,2,70,59.1,4.3,3,2,2.9,1,127,75,3,0,0,0,19,74.1,10.5,2,0.0,0,27,20,0
Noah Furbush,29239,ED,MICHIGAN,12,1,0,222,57.9,0,4,39,57.5,2.6,1,0,5.1,0,73,42,4,0,0,2,21,68.8,0.0,0,4.8,0,32,22,2
DJ Beavers,29249,LB,WASHINGTON,5,0,0,340,63.4,0,1,6,8.6,16.7,1,0,8.3,0,81,7,1,0,0,0,4,26.7,25.0,1,0.0,0,15,4,0
Darrion Owens,29257,LB,HOUSTON,4,0,0,182,54.0,0,0,10,45.5,0.0,0,0,0.0,0,22,10,0,0,0,0,3,42.9,0.0,0,0.0,0,7,3,0
Hunter Dale,29306,S,WASH STATE,13,0,0,341,60.2,0,4,47,10.5,4.3,2,2,6.4,1,467,49,5,0,0,2,14,12.8,7.1,1,14.3,1,125,16,3
Stone Wolfley,29316,ED,W VIRGINIA,5,0,0,343,54.1,0,0,14,100.0,0.0,0,0,0.0,0,15,15,0,0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Adam Shuler,29321,DI,FLORIDA,13,0,0,163,59.4,2,11,209,99.1,5.7,12,1,4.1,2,227,225,15,0,0,8,70,100.0,10.0,7,8.6,2,76,76,10
Toyous Avery Jr.,29323,S,W VIRGINIA,11,0,0,343,58.7,2,5,20,5.0,0.0,0,0,22.5,1,398,20,8,0,0,4,10,17.9,0.0,0,20.0,0,56,10,4
Adam Hensley,29365,LB,W VIRGINIA,3,0,0,343,67.2,0,0,3,18.2,0.0,0,0,33.3,1,22,4,1,0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
David Long Jr.,29367,LB,W VIRGINIA,12,1,0,343,83.5,8,19,121,28.5,14.9,18,2,18.6,9,452,129,36,0,3,6,42,68.8,21.4,9,22.6,5,64,44,14
Zach Sandwisch,29368,LB,W VIRGINIA,4,0,0,343,49.6,0,1,17,22.2,0.0,0,0,2.9,0,81,18,1,0,0,0,4,50.0,0.0,0,0.0,0,8,4,0
Germaine Pratt,29407,LB,NC STATE,11,1,0,248,84.8,7,13,72,17.7,9.7,7,0,22.2,6,436,77,26,1,1,3,24,19.0,12.5,3,12.5,1,142,27,5
Peyton Newell,29417,DI,NEBRASKA,12,0,0,238,54.9,0,0,52,100.0,0.0,0,0,0.0,0,53,53,0,0,0,0,14,100.0,0.0,0,0.0,0,14,14,0
Deonte Holden,29464,ED,NC STATE,13,0,0,248,60.0,2,15,248,98.5,7.7,19,2,5.4,5,263,259,22,0,2,5,86,97.9,10.5,9,5.2,1,94,92,8
Matt Jarzynka,29477,ED,NEBRASKA,1,0,0,238,67.9,0,0,3,100.0,0.0,0,0,33.3,1,3,3,1,0,0,0,0,,,0,,0,0,0,0
Justin Brent,29526,S,NEVADA,8,0,0,239,69.9,0,0,4,3.8,0.0,0,1,25.0,1,105,4,1,0,0,0,0,0.0,,0,,0,18,0,0
Daquan Baker,29550,LB,NEW MEXICO,8,0,0,241,67.4,0,2,22,56.4,13.6,3,0,9.1,1,39,22,3,0,0,2,10,71.4,20.0,2,10.0,0,14,10,2
Der'Quione Mobley,29561,LB,W KENTUCKY,10,0,0,346,64.0,1,1,10,26.3,0.0,0,0,10.0,0,38,10,2,0,0,1,6,35.3,0.0,0,8.3,0,17,6,1
Dexter Wright,29589,S,NC STATE,13,0,0,248,65.7,0,1,5,1.8,20.0,1,0,30.0,1,283,5,2,0,0,1,3,3.6,0.0,0,16.7,0,83,3,1
Nick Watkins,29592,CB,HOUSTON,13,0,0,182,59.7,0,0,2,0.7,0.0,0,1,0.0,0,297,2,0,0,0,0,0,0.0,,0,,0,93,0,0
Ben Oxley,29595,DI,NWESTERN,9,0,0,256,57.8,0,2,67,100.0,3.0,2,0,1.5,0,70,70,2,0,0,1,9,100.0,0.0,0,5.6,0,10,10,1
Wesley French,29608,DI,W MICHIGAN,12,0,0,347,55.5,0,0,117,100.0,0.9,1,1,0.0,0,127,127,0,0,0,0,31,100.0,3.2,1,0.0,0,37,37,0
Josiah Hall,29620,ED,WYOMING,9,0,0,351,56.9,0,2,51,100.0,3.9,2,0,2.0,0,52,52,2,0,0,0,7,100.0,0.0,0,0.0,0,8,8,0
Youhanna Ghaifan,29621,DI,WYOMING,8,4,0,351,72.4,5,16,231,99.6,9.5,22,0,5.0,1,239,238,22,2,1,10,84,100.0,10.7,9,6.5,0,86,86,11
Logan Wilson,29623,LB,WYOMING,12,0,0,351,76.5,7,9,42,10.5,14.3,6,1,23.8,2,428,45,18,0,2,3,18,12.0,16.7,3,25.0,2,158,19,7
Jay Hayes,29631,ED,GEORGIA,10,0,0,173,67.8,0,4,59,100.0,13.6,8,0,3.4,0,59,59,4,0,0,1,19,100.0,21.1,4,2.6,0,19,19,1
Pat Toal Jr.,29632,DI,DOMINION,12,1,1,263,52.9,0,4,254,98.9,1.2,3,2,0.8,0,267,264,4,0,0,2,87,100.0,1.1,1,1.1,0,89,89,2
Tito Windham,29683,CB,MEMPHIS,12,0,0,218,53.1,0,1,2,0.5,0.0,0,8,25.0,0,376,2,1,0,0,0,0,0.0,,0,,0,114,0,0
Jordan Brailford,29695,ED,OKLA STATE,13,1,1,262,76.8,7,26,337,85.8,11.6,39,3,7.0,7,423,363,40,0,2,18,126,95.3,17.5,22,11.1,4,148,141,24
Brandon Tyson,29743,DI,DOMINION,9,0,0,263,57.2,0,0,53,100.0,0.0,0,0,0.0,0,57,57,0,0,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Darius Slade,29757,ED,ARIZONA ST,11,0,0,110,63.1,0,14,116,86.7,9.5,11,0,8.6,3,143,124,17,0,0,8,54,85.3,11.1,6,11.1,2,68,58,10
Dylan Thompson,29759,DI,VIRGINIA,6,0,0,335,63.0,0,1,19,100.0,10.5,2,0,7.9,1,20,20,2,0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Adam Soesman,29770,ED,OREGON ST,1,0,0,265,57.4,0,0,5,62.5,0.0,0,0,0.0,0,8,5,0,0,0,0,1,50.0,0.0,0,0.0,0,2,1,0
LaMone Williams,29813,DI,OREGON ST,12,0,0,265,51.4,0,1,165,100.0,0.6,1,0,0.3,0,171,171,1,0,0,0,48,100.0,2.1,1,0.0,0,49,49,0
Michael Epley,29848,ED,TCU,11,0,0,305,58.1,1,3,52,96.6,5.8,3,0,3.8,0,59,57,4,0,0,1,15,100.0,6.7,1,3.3,0,17,17,1
Keiwan Jones,29947,DI,PURDUE,11,1,0,273,63.1,1,9,219,99.6,5.5,12,1,2.3,0,229,228,10,0,1,2,75,100.0,5.3,4,2.0,0,79,79,3
Mattrell McGraw,30011,S,OREGON,10,0,0,264,54.7,0,1,6,11.3,0.0,0,0,8.3,0,53,6,1,0,0,0,1,3.4,0.0,0,0.0,0,29,1,0
Ridwan Issahaku,30061,S,TCU,13,0,2,305,59.4,0,2,21,4.8,0.0,0,3,14.3,2,459,22,4,0,0,0,10,7.6,0.0,0,10.0,1,145,11,1
Dakota Allen,30076,LB,TEXAS TECH,11,1,0,315,63.6,4,9,44,13.4,6.8,3,0,17.0,1,357,48,14,0,2,3,21,18.6,9.5,2,11.9,0,113,21,5
A.J. Krawczyk,30100,S,TEXAS ST,7,0,0,314,63.4,0,2,5,4.2,20.0,1,1,20.0,0,144,6,2,0,0,1,1,3.9,100.0,1,50.0,0,51,2,1
Kisean Allen,30125,S,TEXAS TECH,4,0,0,315,70.4,0,1,3,7.7,33.3,1,0,16.7,0,39,3,1,0,0,0,0,0.0,,0,,0,11,0,0
Picasso Nelson,30126,CB,SO MISS,11,0,0,296,59.9,0,5,35,10.3,5.7,2,1,10.0,1,349,36,6,0,0,1,9,6.7,0.0,0,16.7,1,135,9,2
Ty Summers,30242,LB,TCU,10,0,0,305,74.0,4,8,87,46.6,14.9,13,0,11.5,4,191,89,16,0,3,4,30,51.6,20.0,6,18.3,2,62,32,9
Chaiziere Malbrue,30261,ED,LA LAFAYET,14,0,0,207,62.1,1,6,149,75.4,6.7,10,0,5.7,5,211,159,12,0,1,5,69,82.0,8.7,6,10.1,4,89,73,10
Andrew Van Ginkel,30267,ED,WISCONSIN,13,1,0,349,72.0,7,16,188,66.1,11.2,21,1,9.3,6,304,201,29,0,3,9,74,73.4,16.2,12,13.5,4,109,80,16
Walden Davis,30273,LB,SO MISS,10,0,0,296,61.1,1,3,26,36.0,7.7,2,1,11.5,1,75,27,5,0,1,1,19,66.7,5.3,1,10.5,1,30,20,3
Xavier Marion,30278,S,SO MISS,10,0,0,296,75.2,0,1,1,0.4,0.0,0,0,150.0,1,241,1,2,0,0,0,0,0.0,,0,,1,89,0,1
Corey Turner,30299,S,LA LAFAYET,14,0,0,207,70.2,0,2,7,1.9,0.0,0,1,28.6,1,360,7,3,0,0,0,4,3.0,0.0,0,25.0,1,134,4,1
Basit Dennis,30364,DI,UMASS,2,0,0,216,57.2,0,0,11,100.0,0.0,0,0,0.0,0,11,11,0,0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Tyler Powell,30499,DI,N CAROLINA,11,0,0,245,65.7,6,13,221,99.6,7.2,16,2,5.2,2,236,235,21,0,4,6,81,100.0,8.6,7,8.6,2,87,87,12
Jarell Addo,30503,LB,UMASS,6,0,0,216,55.5,0,3,39,28.7,5.1,2,0,6.4,1,136,39,4,0,0,0,8,22.2,0.0,0,12.5,1,36,8,1
Allen Artis,30538,LB,N CAROLINA,6,0,0,245,56.2,0,3,9,22.7,0.0,0,0,27.8,1,44,10,4,0,0,2,5,29.4,0.0,0,20.0,0,17,5,2
Aaron Wade,30567,S,UTAH ST,12,0,0,329,57.7,0,4,10,3.7,10.0,1,7,20.0,0,353,13,4,0,0,2,4,5.0,25.0,1,25.0,0,100,5,2
Dravon Askew-Henry,30633,CB,W VIRGINIA,12,0,1,343,65.1,5,7,39,9.9,2.6,1,3,15.4,0,454,45,12,0,2,6,15,23.8,0.0,0,26.7,0,63,15,8
Jaylen Johnson,30663,ED,WASHINGTON,13,0,0,340,61.2,3,16,242,98.8,6.2,15,1,4.8,2,258,255,21,0,2,8,70,98.6,12.9,9,8.6,1,72,71,11
T.J. Edwards,30737,LB,WISCONSIN,13,0,0,349,76.6,1,13,43,12.2,7.0,3,0,23.3,3,369,45,17,0,1,7,24,18.9,8.3,2,29.2,3,132,25,11
Adam Pilapil,30747,LB,WYOMING,11,0,1,351,51.2,0,1,12,10.2,0.0,0,1,4.2,0,118,12,1,0,0,0,1,4.3,0.0,0,0.0,0,23,1,0
Malcolm Cook,30805,LB,VIRGINIA,4,0,0,335,54.7,0,1,13,17.7,7.7,1,0,3.8,0,79,14,1,0,0,1,7,22.2,14.3,1,7.1,0,36,8,1
Javion Duncan,31109,DI,S CAROLINA,4,0,0,289,60.2,0,1,19,100.0,5.3,1,0,2.6,0,20,20,1,0,0,1,9,100.0,11.1,1,5.6,0,10,10,1
Anthony Giusti,31160,LB,COLO STATE,2,0,0,144,58.5,0,0,3,60.0,0.0,0,0,0.0,0,5,3,0,0,0,0,0,,,0,,0,0,0,0
Kylen Binn,31302,ED,UAB,9,0,0,321,66.0,1,4,55,100.0,7.3,4,1,6.4,1,57,57,6,0,0,0,20,100.0,0.0,0,0.0,0,21,21,0
Joey Banks,31453,S,BUFFALO,11,0,0,126,60.0,0,0,0,0.5,,0,1,,0,193,1,0,0,0,0,0,0.0,,0,,0,73,0,0
Malcolm Buggs,31537,S,S ALABAMA,12,0,0,288,59.8,1,0,13,6.9,7.7,1,4,3.8,0,203,14,1,0,0,0,1,3.7,100.0,1,0.0,0,27,1,0
Jordan Fogal,31943,S,COLO STATE,11,0,0,144,59.4,1,0,7,3.3,0.0,0,1,7.1,0,241,8,1,0,1,0,3,3.9,0.0,0,16.7,0,76,3,1
Caleb Smith,32434,ED,COLO STATE,12,2,0,144,59.4,1,8,204,97.3,5.4,11,0,3.7,3,220,214,12,0,1,3,67,97.2,7.5,5,4.5,1,71,69,5
DaiKwon Fuse,32472,DI,FAU,1,0,0,165,56.8,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Adam Pulsipher,32582,LB,BYU,11,0,0,128,59.8,0,0,1,0.8,0.0,0,0,0.0,0,121,1,0,0,0,0,0,0.0,,0,,0,56,0,0
DeAndre Farris,32759,CB,W KENTUCKY,12,0,0,346,56.7,0,0,2,0.5,0.0,0,1,0.0,0,380,2,0,0,0,0,0,0.0,,0,,0,155,0,0
Darreyl Patterson,32854,CB,KANSAS ST,3,0,0,199,59.4,0,0,0,2.3,,0,0,,0,44,1,0,0,0,0,0,0.0,,0,,0,22,0,0
Robert Jackson Jr.,32876,CB,BOWL GREEN,8,0,0,122,59.0,0,0,1,2.9,0.0,0,0,0.0,0,34,1,0,0,0,0,1,5.6,0.0,0,0.0,0,18,1,0
Jae'Vante Ray,32926,CB,KENT STATE,5,0,0,201,59.0,0,0,1,2.1,0.0,0,0,0.0,0,48,1,0,0,0,0,1,3.6,0.0,0,0.0,0,28,1,0
Jalen Sharp,32978,CB,ARMY,3,0,0,114,56.5,0,0,2,6.3,0.0,0,0,0.0,0,32,2,0,0,0,0,0,0.0,,0,,0,8,0,0
Dane Jackson,32989,CB,PITTSBURGH,13,0,0,268,61.8,1,1,15,3.5,0.0,0,5,6.7,0,428,15,2,0,0,1,2,1.4,0.0,0,25.0,0,147,2,1
Clayton Johnson,33000,CB,UTSA,7,0,0,331,64.0,0,1,1,0.5,0.0,0,0,50.0,0,193,1,1,0,0,1,1,1.2,0.0,0,50.0,0,84,1,1
Jordan Hebert,33009,DI,OLE MISS,1,0,0,226,58.3,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Zamore Zigler,33012,CB,S JOSE ST,9,0,0,285,57.8,0,0,2,1.1,0.0,0,1,0.0,0,175,2,0,0,0,0,1,2.1,0.0,0,0.0,0,48,1,0
Ron Smith,33048,CB,S DIEGO ST,13,0,0,284,58.1,0,0,1,0.4,0.0,0,2,0.0,0,281,1,0,0,0,0,1,0.9,0.0,0,0.0,0,108,1,0
Jefferie Gibson,33058,S,ARK STATE,13,0,0,113,59.1,0,0,1,0.9,0.0,0,0,0.0,0,117,1,0,0,0,0,1,2.2,0.0,0,0.0,0,46,1,0
Roney Elam,33103,CB,TEXAS A&M,7,0,0,312,51.8,0,0,4,2.8,0.0,0,1,0.0,0,142,4,0,0,0,0,2,2.9,0.0,0,0.0,0,69,2,0
Taj-Amir Torres,33109,CB,BOSTON COL,12,0,1,121,73.8,1,4,18,4.3,5.6,1,4,25.0,2,418,18,7,0,1,1,8,4.7,12.5,1,37.5,2,171,8,4
Julius Lewis,33145,CB,TCU,13,0,0,305,57.3,0,0,2,0.5,0.0,0,3,0.0,0,426,2,0,0,0,0,1,0.7,0.0,0,0.0,0,135,1,0
Lukas Denis,33180,S,BOSTON COL,12,0,0,121,60.8,0,1,9,2.1,0.0,0,1,16.7,1,420,9,2,0,0,1,5,3.0,0.0,0,30.0,1,168,5,2
Michael Lewis,33204,S,UTEP,12,0,0,330,67.0,2,2,8,2.5,0.0,0,0,25.0,0,325,8,4,0,0,1,2,3.4,0.0,0,25.0,0,58,2,1
DeAnte Ford,33293,S,KANSAS,10,0,0,198,55.3,0,0,3,5.4,0.0,0,0,0.0,0,56,3,0,0,0,0,3,20.0,0.0,0,0.0,0,15,3,0
Jeremiah Dinson,33322,S,AUBURN,13,0,0,115,55.9,1,0,19,4.6,0.0,0,3,7.9,1,417,19,2,0,0,0,8,5.1,0.0,0,0.0,0,156,8,0
DJ Williams,33354,CB,UTAH ST,13,0,2,329,72.1,2,0,7,1.7,0.0,0,8,28.6,1,480,8,3,0,1,0,5,3.6,0.0,0,30.0,1,139,5,2
DeAndre Baker,33356,CB,GEORGIA,13,0,0,173,48.1,0,2,4,1.0,0.0,0,5,25.0,0,400,4,2,0,0,2,2,1.4,0.0,0,50.0,0,146,2,2
Antonio Shenault,33362,CB,MINNESOTA,7,0,0,225,57.7,0,0,2,1.2,0.0,0,1,0.0,0,244,3,0,0,0,0,0,0.0,,0,,0,94,0,0
Kahlil Robinson,33387,S,TOLEDO,13,0,0,316,59.0,0,0,2,0.5,0.0,0,0,0.0,0,374,2,0,0,0,0,0,0.0,,0,,0,136,0,0
Keith Washington Jr.,33415,CB,W VIRGINIA,11,1,0,343,90.0,1,0,9,3.1,22.2,2,1,27.8,2,288,9,3,0,1,0,7,14.6,14.3,1,21.4,1,48,7,2
Amari Henderson,33456,CB,WAKE,10,0,0,339,60.0,0,0,1,0.3,0.0,0,2,0.0,0,337,1,0,0,0,0,0,0.0,,0,,0,83,0,0
Devon Russell,33461,CB,BUFFALO,4,0,0,126,57.8,0,0,2,1.8,0.0,0,2,0.0,0,113,2,0,0,0,0,0,0.0,,0,,0,56,0,0
James Jackson,33524,S,LA TECH,13,0,0,208,70.8,3,4,48,12.4,8.3,4,2,13.5,3,411,51,10,0,1,1,22,15.5,4.5,1,9.1,1,155,24,3
Deuce Wallace,33531,S,LA LAFAYET,14,0,0,207,62.3,1,0,7,2.6,14.3,1,0,21.4,1,273,7,2,0,1,0,4,4.3,25.0,1,37.5,1,93,4,2
Shawn Wilson,33547,CB,OREGON ST,12,0,1,265,73.9,1,1,8,2.4,25.0,2,1,12.5,0,340,8,2,0,0,0,2,1.8,50.0,1,0.0,0,112,2,0
Malik Gant,33565,S,MARSHALL,13,0,0,214,68.7,2,8,38,7.6,10.5,4,1,13.2,0,529,40,10,0,0,6,14,8.5,14.3,2,21.4,0,165,14,6
Cassius Grady,33577,CB,UTSA,12,0,0,331,54.6,0,0,3,0.9,0.0,0,1,0.0,0,328,3,0,0,0,0,0,0.0,,0,,0,141,0,0
Ta'Corian Darden,33612,CB,W KENTUCKY,12,1,1,346,64.1,1,0,13,3.0,0.0,0,1,3.8,0,434,13,1,1,1,0,7,4.0,0.0,0,7.1,0,173,7,1
Ernest Gunn,33665,CB,SO MISS,6,0,0,296,57.1,0,0,2,2.1,0.0,0,0,0.0,0,96,2,0,0,0,0,1,3.6,0.0,0,0.0,0,28,1,0
Eric Lee Jr.,33681,CB,NEBRASKA,3,0,0,238,59.1,0,0,1,2.1,0.0,0,1,0.0,0,47,1,0,0,0,0,1,7.7,0.0,0,0.0,0,13,1,0
Dameon Baber,33692,S,NEVADA,13,0,0,239,71.0,1,0,2,0.4,0.0,0,2,25.0,0,487,2,1,0,0,0,2,2.1,0.0,0,0.0,0,94,2,0
Shea Campbell,33714,LB,W VIRGINIA,11,0,0,343,66.9,4,4,38,21.3,15.8,6,0,13.2,1,207,44,9,0,3,1,16,68.0,25.0,4,18.8,1,25,17,5
Jason Senn,33733,S,S CAROLINA,3,0,0,289,58.7,0,0,2,3.2,0.0,0,0,0.0,0,63,2,0,0,0,0,0,0.0,,0,,0,34,0,0
Darryl Godfrey,33788,S,UTSA,12,0,0,331,58.4,0,0,27,7.1,3.7,1,1,3.7,1,380,27,1,0,0,0,7,4.2,14.3,1,14.3,1,168,7,1
Jalen Embry,33917,CB,N ILLINOIS,13,0,0,254,71.5,0,1,3,0.6,33.3,1,5,16.7,0,520,3,1,0,0,0,0,0.0,,0,,0,193,0,0
Lane Ecton,33921,LB,GA SOUTHRN,13,0,0,174,64.6,0,8,43,23.6,14.0,6,0,11.6,1,191,45,9,0,0,2,16,33.3,18.8,3,12.5,1,51,17,3
Dante Wigley,33922,CB,COLORADO,12,0,0,143,66.0,2,0,2,0.6,0.0,0,5,50.0,0,309,2,2,0,0,0,1,0.9,0.0,0,0.0,0,112,1,0
David Dowell,33941,S,MICH STATE,13,0,0,223,60.0,0,0,1,0.2,0.0,0,1,0.0,0,560,1,0,0,0,0,0,0.0,,0,,0,210,0,0
Max Regan,33956,S,ARMY,12,0,0,114,56.8,0,0,2,0.8,0.0,0,0,0.0,0,237,2,0,0,0,0,1,1.4,0.0,0,0.0,0,69,1,0
Connor Lancia,33973,LB,TOLEDO,1,0,0,316,55.2,0,0,3,44.4,0.0,0,0,0.0,0,9,4,0,0,0,0,0,,,0,,0,0,0,0
Montavious Atkinson,33983,LB,AUBURN,13,0,0,115,67.3,1,2,15,13.2,6.7,1,1,16.7,1,136,18,4,0,0,1,4,12.2,25.0,1,12.5,0,41,5,1
Darreon Jackson,34032,S,ARK STATE,13,0,0,113,64.1,2,3,17,4.6,5.9,1,2,26.5,2,392,18,7,0,2,2,7,5.3,14.3,1,42.9,1,133,7,5
Kyler Knudsen,34063,S,TROY,12,0,0,318,57.2,0,0,1,1.7,0.0,0,0,0.0,0,116,2,0,0,0,0,1,3.1,0.0,0,0.0,0,32,1,0
Kendall Sheffield,34105,CB,OHIO STATE,14,0,1,260,60.0,0,0,1,0.2,0.0,0,3,0.0,0,486,1,0,0,0,0,0,0.0,,0,,0,164,0,0
Javon Charleston,34111,S,S CAROLINA,5,0,0,289,60.0,0,0,1,4.2,0.0,0,1,0.0,0,24,1,0,0,0,0,0,0.0,,0,,0,6,0,0
Khalil Brooks,34161,LB,MIDDLE TN,14,0,0,224,69.9,10,20,208,43.4,9.1,19,2,11.1,8,500,217,38,0,3,12,70,47.1,20.0,14,20.7,7,153,72,22
Andre Brown Jr.,34189,CB,INDIANA,12,0,1,190,55.4,0,0,2,0.7,0.0,0,3,0.0,0,303,2,0,0,0,0,1,0.8,0.0,0,0.0,0,126,1,0
