player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,year
Braylan Shelby,176644,ED,USC,12,0,1,326,59.5,3,14,214,85.6,7.5,16,3,5.4,3,264,226,20,0,63.6,0,11,84,88.1,11.9,10,10.1,3,101,89,14,2024
Braylon Ryan,122354,ED,COAST CAR,13,0,0,141,69.6,1,11,155,76.9,8.4,13,2,4.5,1,216,166,13,0,62.1,1,5,52,84.4,9.6,5,7.7,1,64,54,7,2023
Breckyn Hager,49769,ED,TEXAS,14,2,0,311,61.8,5,13,291,88.8,6.2,18,6,4.5,4,349,310,22,0,,4,6,83,85.4,10.8,9,8.4,2,103,88,12,2019
Brendan Mott,99521,ED,KANSAS ST,13,0,0,199,67.0,10,18,312,95.4,13.5,42,0,8.0,11,347,331,39,0,67.2,3,6,94,96.2,19.1,18,10.1,5,106,102,14,2024
Brendon Hayes,28933,ED,UCF,13,0,0,323,64.8,2,24,268,97.6,9.3,25,3,6.3,4,289,282,30,0,,1,12,122,97.8,9.8,12,7.8,3,134,131,16,2019
Brennan Jackson,82474,ED,WASH STATE,12,2,0,341,76.5,5,26,304,94.2,12.2,37,0,8.1,9,343,323,40,0,74.1,2,13,117,92.5,18.8,22,11.5,6,133,123,21,2023
Brennan Scarlett,11169,ED,CAL,5,2,0,130,64.4,4,12,206,100.0,6.8,14,1,4.9,2,218,218,18,0,70.2,1,7,66,100.0,15.2,10,9.1,2,73,73,10,2014
Brennen Beyer,9858,ED,MICHIGAN,12,0,0,222,59.9,7,12,262,95.8,6.9,18,0,5.5,5,285,273,24,0,62.5,4,5,94,95.1,10.6,10,10.1,5,102,97,14,2014
Brenton Cox Jr.,81957,ED,FLORIDA,8,1,1,163,68.7,4,15,176,93.3,11.9,21,2,6.5,2,195,182,21,0,70.1,0,9,56,93.5,25.0,14,11.6,2,62,58,11,2022
Brett Kulka,48469,ED,MARYLAND,12,0,0,215,56.0,1,9,173,99.5,4.6,8,0,2.9,0,186,185,10,0,56.8,1,4,63,100.0,7.9,5,4.0,0,67,67,5,2018
Breylon Charles,150369,ED,N TEXAS,11,1,2,251,66.3,2,17,242,98.8,8.7,21,4,6.0,5,257,254,24,1,75.0,2,5,73,98.7,13.7,10,8.9,3,79,78,10,2024
Brian Allen,156444,ED,IOWA,11,1,0,192,60.1,0,12,166,97.2,6.0,10,0,5.4,3,177,172,15,1,58.4,0,7,93,98.0,5.4,5,5.9,2,98,96,9,2024
Brian Anderson,19203,LB,SO MISS,13,0,0,296,76.0,3,16,94,20.1,17.0,16,1,15.4,5,482,97,24,0,70.4,1,7,46,28.1,19.6,9,13.0,2,167,47,10,2015
Brian Burns,44522,ED,FLORIDA ST,12,4,0,167,90.5,10,48,401,91.4,17.5,70,1,9.2,8,464,424,66,0,,4,21,142,93.2,19.7,28,12.3,5,162,151,30,2019
Brian Holloway,101002,LB,TEXAS ST,13,0,1,314,76.8,11,18,103,25.1,15.5,16,6,17.0,3,466,117,32,0,79.1,6,10,53,37.7,18.9,10,20.8,3,154,58,19,2023
Brian Mihalik,9670,ED,BOSTON COL,13,1,1,121,59.1,2,19,311,100.0,6.1,19,2,5.0,5,321,321,26,1,59.9,1,8,142,100.0,7.7,11,6.0,4,148,148,13,2014
Brian Nordstrom,19139,ED,RICE,13,3,0,275,62.7,9,8,381,99.3,6.0,23,0,4.9,10,401,398,27,1,65.5,6,7,168,99.4,10.1,17,8.0,7,178,177,20,2014
Brian Reinke,50553,ED,AKRON,14,0,0,102,58.5,5,9,322,99.4,5.6,18,1,2.8,2,349,347,16,0,58.3,2,5,100,100.0,9.0,9,4.5,1,108,108,8,2018
Brian Sanders,49594,ED,BOWL GREEN,12,0,0,122,54.2,0,7,204,98.1,3.4,7,2,2.2,1,216,212,8,0,57.0,0,3,69,100.0,8.7,6,2.2,0,71,71,3,2018
Brian Ugwu,98145,ED,MIAMI OH,14,2,2,221,80.7,16,44,440,99.4,13.9,61,8,8.2,6,465,462,66,0,74.1,8,26,179,99.5,16.8,30,11.7,4,192,191,38,2024
Brian Whitaker,48549,ED,BALL ST,12,0,0,117,50.6,1,6,243,100.0,2.9,7,0,1.9,1,254,254,8,0,54.9,1,3,71,100.0,5.6,4,4.2,1,75,75,5,2016
Brian Womac,50184,ED,RICE,11,0,0,275,90.2,10,32,239,76.5,20.5,49,0,13.4,11,319,244,53,0,89.7,6,15,89,85.2,31.5,28,19.7,7,108,92,28,2018
Brice Bass,132404,ED,TEXAS ST,13,1,0,314,59.7,4,16,221,89.0,7.2,16,4,5.4,2,263,234,22,0,62.7,1,8,69,97.3,14.5,10,8.0,1,74,72,10,2024
Bright Ugwoegbu,49774,ED,OREGON ST,12,0,0,265,60.3,1,12,141,42.6,7.8,11,4,5.3,1,364,155,14,0,64.2,0,7,44,52.1,15.9,7,10.2,1,94,49,8,2018
Britton Grier,18008,ED,DUKE,13,0,0,154,51.6,1,4,165,95.6,2.4,4,0,2.1,1,180,172,6,0,53.6,1,2,54,96.7,5.6,3,2.8,0,60,58,3,2015
Brock Hekking,10131,ED,NEVADA,13,0,1,239,69.7,12,33,458,93.9,11.4,52,3,6.4,7,506,475,52,0,69.3,6,19,170,98.3,17.1,29,9.7,4,179,176,29,2014
Brock Higdon,98522,ED,S ALABAMA,13,1,0,288,71.7,1,11,123,92.3,16.3,20,0,6.5,2,142,131,14,0,70.2,1,6,50,100.0,24.0,12,11.0,2,53,53,9,2023
Brock Martin,56439,ED,OKLA STATE,12,1,1,262,69.2,8,17,304,85.0,12.8,39,1,5.4,4,374,318,29,1,74.0,4,12,117,94.7,21.4,25,9.4,3,131,124,19,2022
Brodarius Lewis,156845,ED,SO MISS,13,1,0,296,57.7,3,11,174,97.9,8.0,14,0,5.2,2,187,183,16,0,61.4,2,7,85,98.9,11.8,10,7.6,2,89,88,11,2022
Bronson Kaufusi,10704,ED,BYU,11,3,0,128,82.5,9,25,235,63.5,15.3,36,1,9.8,6,378,240,40,0,74.8,4,10,62,76.2,22.6,14,12.9,1,84,64,15,2014
Bronson Massie,56381,ED,KANSAS ST,10,0,0,199,79.4,4,21,205,96.0,16.6,34,2,7.6,3,226,217,28,0,75.6,1,11,70,93.8,21.4,15,11.4,2,80,75,14,2020
Bryan Baird,17089,ED,BOWL GREEN,13,0,0,122,55.7,3,3,148,95.5,3.4,5,0,2.7,1,157,150,7,0,53.7,0,1,45,95.9,2.2,1,3.3,1,49,47,2,2014
Bryan Cox Jr.,12092,ED,FLORIDA,11,0,0,163,61.3,3,8,113,95.4,10.6,12,0,5.8,1,130,124,12,0,62.6,2,7,56,100.0,16.1,9,8.0,0,63,63,9,2016
Bryan Rice,141491,LB,W GEORGIA,10,0,0,1177,67.3,2,8,146,99.4,8.9,13,3,4.1,1,156,155,11,0,64.4,0,5,46,100.0,8.7,4,7.6,1,50,50,6,2023
Bryan Thomas,13064,ED,BOWL GREEN,14,2,1,122,70.9,7,19,358,98.9,7.3,26,8,5.9,8,372,368,34,0,80.1,3,6,104,100.0,11.5,12,12.0,8,109,109,17,2014
Bryan Thomas Jr.,158108,ED,S CAROLINA,12,0,0,289,71.8,6,2,139,96.8,12.9,18,1,5.0,3,155,150,11,0,81.5,3,0,51,96.6,23.5,12,8.8,3,58,56,6,2024
Bryan Whitehead II,174941,ED,ARK STATE,13,0,1,113,82.0,10,30,281,99.3,14.2,40,3,8.5,4,303,301,44,0,89.6,5,12,93,99.0,25.8,24,12.4,3,104,103,20,2024
Bryan Wright,36004,LB,CINCINNATI,13,0,0,138,67.5,5,15,108,32.1,11.1,12,4,16.7,8,365,117,28,0,,1,6,54,45.3,9.3,5,17.6,6,137,62,13,2019
Bryce Brand,56691,ED,BOWL GREEN,13,1,1,122,70.5,5,12,153,86.0,15.0,23,1,6.2,1,186,160,18,0,63.1,1,6,64,89.3,15.6,10,5.5,0,75,67,7,2022
Bryce Cottrell,24127,ED,TEXAS,10,0,0,311,59.6,1,8,114,100.0,7.9,9,1,4.8,1,123,123,10,0,57.5,0,5,41,100.0,12.2,5,6.1,0,46,46,5,2016
Bryce Dugan,52425,ED,OHIO,12,1,0,259,59.1,0,13,198,93.9,6.6,13,1,3.8,1,230,216,14,1,58.0,0,5,68,94.8,7.4,5,5.1,1,77,73,6,2021
Bryce Houston,77265,LB,OHIO,14,0,1,259,82.0,5,15,148,27.5,14.9,22,2,11.5,7,574,158,27,0,86.8,4,10,84,34.6,21.4,18,13.1,4,254,88,18,2022
Bryce Huff,27128,ED,MEMPHIS,14,2,2,218,78.9,8,23,304,77.4,14.1,43,2,8.1,9,420,325,40,0,,5,11,104,88.8,23.1,24,14.4,7,125,111,23,2019
Bryce Young,184110,ED,NOTRE DAME,13,0,0,258,55.0,4,10,197,99.0,5.6,11,2,5.1,3,210,208,17,0,55.0,3,6,106,99.1,6.6,7,6.1,2,115,114,11,2024
Bryson Albright,10962,ED,MIAMI OH,12,2,0,221,76.9,10,24,274,88.7,15.3,42,3,8.8,7,319,283,41,1,79.2,5,14,101,95.3,25.7,26,14.4,5,107,102,24,2015
Bryson Allen-Williams,50975,ED,S CAROLINA,9,0,0,289,60.4,6,7,169,74.8,6.5,11,1,5.0,2,238,178,15,0,,3,5,65,90.7,7.7,5,7.7,1,75,68,9,2019
Bryson Bridges,48778,ED,S JOSE ST,12,0,1,285,55.6,4,17,337,98.6,6.5,22,3,4.0,3,357,352,24,0,,2,4,74,97.5,9.5,7,6.8,2,80,78,8,2019
Bryson Jackson,57738,LB,BAYLOR,13,0,0,118,70.5,1,14,96,68.5,12.5,12,0,10.9,3,146,100,18,0,72.4,1,9,53,70.0,15.1,8,13.2,2,80,56,12,2022
Bryton Barr,50761,LB,UMASS,12,0,0,216,62.1,5,8,115,31.6,4.3,5,0,10.0,5,377,119,18,0,56.6,3,5,56,39.3,3.6,2,10.7,2,145,57,10,2018
Bryton Thompson,157884,ED,UTEP,12,0,0,330,60.8,2,6,165,98.9,2.4,4,0,4.8,4,183,181,12,0,59.0,0,2,70,97.4,2.9,2,4.3,2,77,75,4,2024
Bryun Parham,146184,LB,S JOSE ST,13,1,0,285,68.7,1,14,90,23.7,11.1,10,1,11.7,3,397,94,18,1,63.7,1,7,50,39.3,12.0,6,10.0,1,135,53,9,2023
Bud Dupree,9455,ED,KENTUCKY,12,1,0,202,80.1,8,19,299,80.4,11.4,34,3,7.2,8,388,312,35,0,79.7,4,15,125,89.5,19.2,24,10.8,4,152,136,23,2014
Buddha Peleti,156933,ED,NEW MEX ST,10,0,0,242,65.4,3,13,195,70.4,8.2,16,1,6.7,5,291,205,21,0,62.7,2,6,75,86.4,12.0,9,6.7,1,88,76,9,2024
Byron Cowart,50588,ED,MARYLAND,12,0,0,215,64.6,4,21,253,99.6,9.1,23,6,5.7,2,273,272,27,0,,2,9,78,100.0,15.4,12,9.6,2,85,85,13,2019
Byron Turner Jr.,143897,ED,FLORIDA ST,13,1,0,167,64.9,0,9,110,95.0,10.9,12,3,5.0,1,121,115,10,0,60.0,0,2,48,96.2,10.4,5,4.2,1,53,51,3,2023
Byron Vaughns,77206,ED,UTAH ST,11,2,0,329,81.6,11,22,278,93.2,15.1,42,6,6.7,2,325,303,35,0,84.8,3,11,79,93.7,24.1,19,10.1,1,95,89,15,2022
Byron Young,146932,ED,TENNESSEE,13,0,0,307,67.6,11,22,363,89.8,9.1,33,2,7.0,9,433,389,42,0,70.7,10,14,161,90.6,16.1,26,12.4,8,191,173,32,2022
C.J. Avery,60683,LB,LOUISVILLE,13,0,0,210,62.5,1,12,103,22.1,10.7,11,2,10.2,4,503,111,17,0,63.0,0,6,57,43.6,15.8,9,8.8,2,140,61,8,2021
C.J. Bazile,98157,ED,BUFFALO,12,0,0,126,59.1,2,16,248,96.6,6.0,15,0,4.4,2,266,257,20,0,67.0,1,9,71,93.7,12.7,9,8.5,1,79,74,11,2023
C.J. Clark,99816,ED,NC STATE,13,1,1,248,53.3,1,13,301,99.1,4.7,14,1,3.0,2,319,316,16,0,54.6,1,3,66,100.0,4.5,3,3.0,0,69,69,4,2022
C.J. Goetz,82565,ED,WISCONSIN,13,2,0,349,72.4,6,12,264,74.3,9.8,26,2,5.7,6,370,275,24,1,76.4,3,7,120,76.6,15.0,18,7.5,4,167,128,14,2023
C.J. Johnson,11216,ED,OLE MISS,13,2,0,226,64.5,1,15,203,88.0,7.4,15,2,5.9,4,234,206,20,1,58.4,0,4,58,93.7,6.9,4,5.2,1,63,59,5,2014
C.J. McCray,144091,ED,VA TECH,13,0,0,337,67.2,2,8,126,97.0,7.9,10,1,7.1,4,134,130,14,0,66.2,1,7,55,96.6,10.9,6,10.9,2,59,57,10,2023
C.J. Olaniyan,13380,ED,PENN STATE,13,0,0,266,58.1,3,20,325,97.1,4.9,16,0,4.2,2,344,334,25,0,54.2,2,12,129,97.8,7.0,9,5.4,0,134,131,14,2014
CJ Bazile Jr.,163232,ED,LIBERTY,12,0,0,206,73.3,7,9,200,87.5,10.0,20,3,5.5,3,248,217,19,0,74.1,3,4,73,98.8,13.7,10,8.9,3,82,81,10,2024
CJ Nunnally,150931,ED,AKRON,12,0,0,102,74.3,3,15,197,72.9,12.7,25,4,7.6,6,288,210,24,0,77.2,2,10,70,86.7,21.4,15,12.9,3,83,72,15,2024
CJ Onyechi,58123,ED,COLO STATE,12,0,0,144,89.3,14,33,282,95.8,18.1,51,3,10.1,5,307,294,52,0,90.6,10,15,109,96.6,26.6,29,15.1,4,117,113,29,2022
CJ Rias,147210,ED,S ALABAMA,13,0,1,288,74.5,9,24,292,75.0,14.0,41,3,6.7,3,408,306,36,0,75.4,5,16,115,76.7,21.7,25,10.0,1,163,125,22,2022
Cade Denhoff,144114,ED,CLEMSON,14,0,0,140,55.8,0,10,205,95.6,5.4,11,1,3.9,3,225,215,13,0,61.1,0,5,70,95.0,10.0,7,6.4,2,80,76,7,2024
Cade Hall,82391,ED,S JOSE ST,12,0,0,285,72.9,6,22,332,100.0,12.3,41,0,6.9,9,349,349,37,0,73.5,3,12,117,100.0,18.8,22,9.8,4,127,127,19,2022
Caden Curry,156488,ED,OHIO STATE,16,0,0,260,67.3,4,7,122,89.7,6.6,8,2,6.1,2,145,130,13,0,61.7,1,4,64,91.5,6.3,4,7.0,2,71,65,7,2024
Caden McDonald,58128,ED,S DIEGO ST,13,2,0,284,63.8,2,16,201,55.9,9.5,19,2,6.0,3,372,208,21,1,69.1,1,8,74,53.8,18.9,14,8.8,2,145,78,11,2022
Caiden Woullard,145806,ED,MIAMI OH,14,1,0,221,78.9,6,43,410,99.3,14.6,60,1,8.4,10,447,444,59,0,77.8,2,30,190,99.1,21.6,41,11.6,6,212,210,38,2023
Caleb Bluiett,47163,ED,TEXAS,11,0,0,311,55.1,2,8,168,78.4,4.8,8,1,4.2,2,231,181,12,0,58.6,1,7,69,84.4,10.1,7,8.7,2,90,76,10,2014
Caleb Caston,48887,ED,ARK STATE,13,1,0,113,54.6,2,6,173,100.0,4.6,8,0,2.9,1,182,182,9,1,52.6,1,2,69,100.0,2.9,2,2.2,0,74,74,3,2015
Caleb Fox,122095,ED,TCU,15,0,0,305,56.7,0,7,186,100.0,5.9,11,0,1.9,0,197,197,7,0,60.9,0,4,41,100.0,12.2,5,4.9,0,42,42,4,2022
Caleb Kelly,43026,LB,OKLAHOMA,14,0,0,261,63.4,4,8,120,34.1,6.7,8,1,5.8,1,367,125,13,0,63.9,2,5,41,50.0,7.3,3,8.5,0,82,41,7,2018
Caleb Okechukwu,76877,ED,SYRACUSE,13,1,0,304,60.6,4,21,308,99.1,6.5,20,1,5.4,4,326,323,29,0,55.0,2,8,114,99.2,7.0,8,5.3,1,127,126,11,2023
Caleb Oppan,98349,ED,DUKE,12,0,0,154,57.0,1,3,118,97.6,6.8,8,0,2.5,1,125,122,5,0,57.1,0,2,51,96.4,7.8,4,3.9,1,55,53,3,2021
Caleb Saulo,50981,LB,OREGON ST,12,0,0,265,53.6,2,14,128,30.4,4.7,6,1,9.4,4,441,134,20,0,55.8,1,9,64,55.3,9.4,6,9.4,1,123,68,11,2016
Caleb Smith,32434,ED,COLO STATE,12,2,0,144,59.4,1,8,204,97.3,5.4,11,0,3.7,3,220,214,12,0,,1,3,67,97.2,7.5,5,4.5,1,71,69,5,2019
Caleb Tannor,81970,ED,NEBRASKA,12,1,0,238,62.7,1,11,181,69.4,5.5,10,1,5.0,3,281,195,15,0,56.2,1,6,65,83.7,6.2,4,8.5,2,86,72,9,2022
Caleb Tremblay,82458,ED,TENNESSEE,13,0,0,307,68.5,2,15,246,99.6,10.2,25,2,4.3,2,258,257,19,0,72.4,2,6,90,100.0,14.4,13,5.6,1,94,94,9,2021
Caleb Tucker,50153,ED,LA MONROE,12,1,1,209,62.9,1,20,322,94.7,8.1,26,2,4.5,4,357,338,25,0,65.7,0,11,119,95.5,10.9,13,8.0,4,132,126,15,2018
Calvin Bundage,41772,ED,OKLA STATE,11,0,1,262,75.3,6,12,145,93.4,17.9,26,5,11.7,8,166,155,26,0,67.2,4,8,76,97.6,18.4,14,11.8,3,84,82,15,2020
Calvin Hart Jr.,77128,LB,OREGON ST,11,0,0,265,47.4,1,7,97,28.3,1.0,1,3,8.2,4,361,102,12,0,51.3,1,5,45,29.8,2.2,1,13.3,3,161,48,9,2023
Calvin Munson,12236,LB,S DIEGO ST,14,2,0,284,69.3,7,17,210,42.2,12.9,27,1,8.1,5,514,217,29,0,67.0,4,9,100,44.2,18.0,18,9.5,3,240,106,16,2016
Cam Sample,56462,ED,TULANE,11,1,0,319,90.4,6,37,301,85.4,19.9,60,0,8.8,5,370,316,48,0,84.4,4,16,100,79.4,25.0,25,12.0,2,131,104,22,2020
Cam Turner,44134,ED,MIAMI OH,11,0,0,221,59.4,2,10,103,98.3,8.7,9,1,6.8,1,117,115,13,0,,1,8,61,97.3,9.8,6,9.0,1,73,71,10,2019
Cameron Bergeron,143846,LB,DUKE,13,0,1,154,65.9,5,16,83,21.3,7.2,6,1,22.3,8,404,86,29,0,66.5,4,11,46,30.2,8.7,4,27.2,5,159,48,20,2024
Cameron Brandt,176306,ED,MICHIGAN,13,2,0,222,71.7,2,9,155,91.5,10.3,16,0,5.5,3,176,161,14,0,65.3,2,6,68,90.9,17.6,12,8.8,2,77,70,10,2024
Cameron Clinton-Earl,16562,ED,N ILLINOIS,14,1,0,254,58.9,3,20,304,98.4,5.9,18,0,5.1,4,316,311,27,1,62.3,2,9,122,98.4,10.7,13,6.1,2,126,124,13,2015
Cameron Goode,38410,ED,CAL,11,5,0,130,77.7,10,20,354,88.9,13.6,48,3,6.5,8,423,376,38,0,74.2,7,13,160,93.9,18.8,30,8.1,3,179,168,23,2021
Cameron Lenhardt,170232,ED,NEBRASKA,13,0,0,238,55.2,1,5,125,99.3,3.2,4,2,3.2,1,137,136,7,0,49.5,0,1,47,100.0,0.0,0,1.1,0,51,51,1,2024
Cameron Lynch,9911,LB,SYRACUSE,12,1,0,304,68.4,2,15,112,29.1,9.8,11,0,16.5,10,402,117,27,0,70.4,1,6,46,37.6,17.4,8,22.8,7,133,50,14,2014
Cameron Robbins,12354,ED,NWESTERN,13,0,1,256,53.8,0,0,197,86.6,2.0,4,2,1.5,3,231,200,3,0,52.2,0,0,51,86.7,0.0,0,2.0,1,60,52,1,2016
Cameron Robertson,156623,ED,SMU,14,1,3,287,80.1,10,21,254,100.0,17.3,44,6,7.7,4,269,269,35,0,75.3,3,17,112,100.0,25.0,28,11.6,3,120,120,23,2024
